Location,Job_Description,Sector,Eligibility,salary,Month,vacancies
BENGALURU,SENIOR SOFTWARE QC ENGINEER,Quality Assurance/Quality Control,BSc DMLT ,40000,3,1
MUMBAI,GERMAN CUSTOMER SERVICE AGENT- ALEXANDRIA,Customer Service/Support,BTech BE  ME MTech,50000,0,1
BENGALURU,SENIOR WEB DEVELOPER,IT/Software Development, Graduation  PG   Doctorate Doctorate ,60000,5,2
BENGALURU,TECHNICAL SUPPORT AGENT - ETISALAT ,Customer Service/Support,BSc  Diploma  MSc,30000,3,40
BENGALURU,EMULATION SOFTWARE ENGINEER ,IT/Software Development,10TH ,50000,1,8
HYDERABAD,CALL CENTER AGENT,Customer Service/Support, BTech BE PG  ,20000,6,40
BENGALURU,CUSTOMER SERVICE MANAGER,Customer Service/Support,BTech BE  ME MTech,30000,10,1
HYDERABAD,CORIRE,Customer Service/Support,BCA ,30000,7,8
BENGALURU,TECHNICAL OPERATION MANAGER,IT/Software Development, Diploma PG  ,160000,5,1
BENGALURU,MAINTENANCE MANAGER - ELECTRO-MECHANICAL ENGINEERING,Engineering,BTech BE  ME MTech,80000,8,1
BENGALURU,SYSTEMS & NETWORK MANAGER,IT/Software Development,BTech BE  ME MTech,160000,4,1
HYDERABAD,CUSTOMER SERVICE EXECUTIVE- MULTINATIONAL BANK -NIGHT SHIFT,Customer Service/Support,BSc  GNM,36000,1,15
BENGALURU,MARKETING EXECUTIVE,Marketing,MSc  MPhil PhD,50000,7,1
BENGALURU,SITE ENGINEER,Engineering,BSc  BTech BE  Diploma  CA  MA  MArch  ME MTech  MBA PGDM  MCA,30000,12,1
BENGALURU,RECEPTIONIST / CUSTOMER CARE AGENT,Administration,BTech BE  ME MTech,20000,4,3
MUMBAI,ADMINISTRATION AND CUSTOMER SERVICES,Administration,BTech BE  ME MTech,20000,12,1
BENGALURU,SALES ACCOUNTS EXECUTIVE ,Sales/Retail/Business Development,10TH,40000,9,3
PUNE CITY,MECHANICAL ENGINEER,Engineering,BTech BE  ME MTech,60000,10,2
HYDERABAD,SENIOR SOFTWARE DEVELOPER ,IT/Software Development, BCom PG MCom ,100000,7,1
MUMBAI,SALES ENGINEER - ALEXANDRIA,Sales/Retail/Business Development, BTech BE ,50000,3,1
HYDERABAD,ELECTRONICS DESIGN ENGINEER,Engineering,BSc Diploma 12TH ,100000,1,1
BENGALURU,CUSTOMER SERVICE,Customer Service/Support,BTech BE  ME MTech,30000,5,4
BENGALURU,MOBILE SALES&MARKETING; REPRESENTATIVE,Sales/Retail/Business Development, BTech BE ,30000,2,1
BENGALURU,WEB CUSTOMER SERVICE AGENT,Customer Service/Support, BTech BE PG  ,25000,1,5
HYDERABAD,SENIOR TRANSLATOR (ENGLISH<>ARABIC),Editorial/Writing,BTech BE  ME MTech,45000,8,1
BENGALURU,CUSTOMER & TECHNICAL SUPPORT REPRESENTATIVE - ENGLISH,Customer Service/Support,BTech BE  ME MTech,50000,12,40
BENGALURU,SENIOR SOFTWARE ENGINEER ,Engineering,BTech BE  ME MTech,75000,5,1
BENGALURU,SOFTWARE ENGINEER,Engineering,BTech BE ,49000,7,2
HYDERABAD,SALES ACCOUNT MANAGER -MARKETING ,Sales/Retail/Business Development,BTech BE  ME MTech,45000,11,3
MUMBAI,SENIOR GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,70000,5,1
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,BTech BE  MBA PGDM,20000,1,5
BENGALURU,JUNIOR EMBEDDED SOFTWARE ENGINEER,Engineering, BTech BE PG  ,30000,6,1
BENGALURU,SERVICE SALES ENGINEER - REFRIGERATION ENGINEERING,Engineering,BPharma  BSc  BTech BE  MSc,70000,3,1
BENGALURU,PROJECT SALES ENGINEER - INDUSTRIAL REFRIGERATION,Engineering,BTech BE  ME MTech,50000,1,1
BENGALURU,AMMONIA REFRIGERATION ENGINEER,Engineering, BTech BE ,50000,8,1
BENGALURU,MATHEMATICS CONTENT DEVELOPER,Editorial/Writing, BTech BE PG MTech,35000,8,8
BENGALURU,ARCHITECT,Engineering,BTech BE  ME MTech,20000,5,1
BENGALURU,WEB DEVELOPER,IT/Software Development, BCom ,35000,0,1
BENGALURU,MARKETING & SOCIAL MEDIA SPECIALIST ,Marketing,BTech BE  ME MTech,15000,11,2
BENGALURU,MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,45000,11,1
HYDERABAD,SOFTWARE QUALITY ASSURANCE ENGINEER,IT/Software Development, BTech BE ,75000,6,1
BENGALURU,SOCIAL MEDIA SPECIALIST,Marketing,BTech BE  ME MTech,35000,7,1
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,17000,0,2
HYDERABAD,SOCIAL MEDIA STRATEGIST,Editorial/Writing,PG Other,30000,2,1
BENGALURU,SUPPORT & IMPLEMENTATION SPECIALIST,IT/Software Development,BTech BE  Diploma,50000,3,1
BENGALURU,SENIOR CORPORATE SALES ACCOUNT MANAGER,Customer Service/Support,BTech BE  ME MTech,70000,7,1
BENGALURU,INDIVIDUAL SALES ACCOUNT MANAGER,Customer Service/Support,BTech BE  ME MTech,40000,7,1
BENGALURU,CUSTOMER SERVICE SUPERVISOR,Customer Service/Support,BTech BE  ME MTech,40000,3,1
BENGALURU,NETWORK SECURITY INFRASTRUCTURE ENGINEER,Engineering,BTech BE MSc ME MTech ,35000,7,1
HYDERABAD,MAINTENANCE  ENGINEER ,Engineering,BTech BE  ME MTech,30000,6,2
HYDERABAD,ANDROID DEVELOPER ,IT/Software Development, Graduation  PG MBA PGDM ,90000,0,1
HYDERABAD,FRONTEND DEVELOPER,IT/Software Development,BTech BE  ME MTech,85000,0,1
HYDERABAD,UI/UX DESIGNER,Creative/Design,BSc ,85000,1,1
HYDERABAD,DIGITAL MARKETING MANAGER,Marketing,Diploma  MA,70000,3,1
HYDERABAD,BACKEND DEVELOPER,IT/Software Development,BTech BE  ME MTech,85000,7,1
MUMBAI,LEAD ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,7,1
OBOUR,HVAC TECHNICIAN,Engineering,MBA PGDM,20000,12,1
BENGALURU,SOFTWARE ENGINEER (RUBY ON RAILS),IT/Software Development, Diploma PG  ,80000,4,2
BENGALURU,CALL CENTER AGENT ,Customer Service/Support,BTech BE  ME MTech,20000,9,1
MUMBAI,LEAD IOS DEVELOPER ,IT/Software Development, BTech BE ,70000,4,1
OBOUR,MECHANICAL TECHNICIAN,Engineering,BPharma  DPharm,20000,7,1
BENGALURU,CIVIL DESIGN ENGINEER ,Engineering,BTech BE  ME MTech,25000,12,1
BENGALURU,CIVIL SALES ENGINEER ,Engineering,BTech BE  ME MTech,25000,5,1
ASSUIT,MAINTENANCE ENGINEER- ASSUIT ,Installation/Maintenance/Repair, BTech BE PG MCA ,35000,11,1
BENGALURU,SENIOR SERVICE ENGINEER,Engineering,BTech BE  ME MTech,45000,6,1
HYDERABAD,MARKETING & SALES SUPPORT ENGINEER,Sales/Retail/Business Development,BTech BE  ME MTech,35000,0,1
BENGALURU,PRODUCT MANAGER,Management, BTech BE PG MCA ,100000,10,1
BENGALURU,ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,6,1
BENGALURU,SALES REPRESENTATIVE - OUTDOOR,Marketing,BTech BE  ME MTech,15000,3,2
BENGALURU,TECHNICAL SALES ENGINEER,Sales/Retail/Business Development,Diploma,25000,6,1
BENGALURU,IT HELP DESK OFFICER,IT/Software Development,BTech BE  ME MTech,35000,6,2
BENGALURU,MARKETING SUPERVISOR,Marketing,BTech BE  ME MTech,50000,2,1
HYDERABAD,IT SPECIALIST,IT/Software Development,BTech BE  ME MTech,100000,6,1
BENGALURU,ART TEACHER - CREATIVE BOARD ,Education/Training,BTech BE  MCA,55000,5,4
BENGALURU,DEVELOPERS GROUP LEADER (GIS),IT/Software Development,BTech BE  ME MTech,100000,10,1
BENGALURU,VISUAL MERCHANDISER - VM,Creative/Design,BSc  Diploma,40000,11,1
HYDERABAD,SOCIAL MEDIA SPECIALIST - FEMALES ONLY,Marketing,10TH,35000,6,1
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BSc DMLT ,70000,8,3
BENGALURU,OUTDOOR SALES REPRESENTATIVE,Sales/Retail/Business Development,BTech BE,100000,3,1
BENGALURU,MARKETING EXECUTIVE,Marketing,BTech BE  ME MTech,40000,5,2
BENGALURU,CAREGIVER,Customer Service/Support,BTech BE CS ME MTech MBA PGDM ,50000,1,40
BENGALURU,OPERATION COORDINATOR,Education/Training,BTech BE ,40000,6,3
BENGALURU,RESEARCH & DEVELOPMENT SPECIALIST,Editorial/Writing,4th,40000,7,1
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,30000,3,1
BENGALURU,APPLICATIONS SUPPORT ENGINEER,IT/Software Development,BTech BE  ME MTech,150000,4,1
BENGALURU,ERP BUSINESS CONSULTANT,IT/Software Development,BTech BE  ME MTech,25000,4,1
BENGALURU,TECHNICAL SUPPORT EXECUTIVE,Installation/Maintenance/Repair,BTech BE  ME MTech,20000,12,3
BENGALURU,NETWORK ADMINISTRATOR,IT/Software Development, MBBS ,30000,12,3
MUMBAI,SENIOR CIVIL TECHNICAL OFFICE ENGINEER- ALEXANDRIA ,Engineering,BTech BE  ME MTech,35000,3,1
PUNE CITY,ELECTRICAL ENGINEER,Engineering,BTech BE  ME MTech,60000,4,2
BENGALURU,SALES MANAGER - CHEMICALS,Sales/Retail/Business Development, BTech BE PG  ,100000,5,1
BENGALURU,CONTACT CENTER TEAM LEADER,Customer Service/Support,10TH ,35000,4,2
HYDERABAD,SOFTWARE PROJECT MANAGER,Project/Program Management,BTech BE  ME MTech,110000,5,1
HYDERABAD,SOFTWARE ENGINEER - INTERNSHIP ,IT/Software Development,12TH  DMLT,7000,0,3
BENGALURU,JAVA TEAM LEAD,IT/Software Development,BTech BE  ME MTech,160000,10,1
BENGALURU,SENIOR DYNAMICS AX DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,8,1
BENGALURU,AX FUNCTIONAL CONSULTANT (FINANCE & SUPPLY CHAIN),IT/Software Development,BTech BE  ME MTech,60000,7,1
HYDERABAD,HEALTH & SAFETY SPECIALIST,Medical, BArch ,30000,10,1
BENGALURU,SALES EXECUTIVE,Marketing,ME MTech  MPhil PhD,60000,3,1
MATROUH,SITE ENGINEER - CIVIL ENGINEERING,Building Construction/Skilled Trades, BTech BE ,30000,10,3
BENGALURU,JUNIOR GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,30000,6,1
BENGALURU,TECHNICAL ASSISTANT ENGINEER,Engineering,BSc  Diploma,50000,12,1
BENGALURU,BUSINESS DEVELOPMENT / MARKETING EXECUTIVE,Sales/Retail/Business Development,BTech BE  ME MTech,25000,0,1
MUMBAI,ORACLE SUPPLY CHAIN CONSULTANT- ALEXANDRIA ,IT/Software Development,BTech BE  ME MTech,200000,6,4
BENGALURU,PRINCIPAL ORACLE EBS CONSULTANT,IT/Software Development,BTech BE  ME MTech,200000,8,1
BENGALURU,QUALITY CONTROL SPECIALIST,Quality Assurance/Quality Control,MPhil PhD,80000,10,1
BENGALURU,DRUPAL SOFTWARE DEVELOPER/ENGINEER,IT/Software Development,BTech BE  ME MTech,60000,8,1
BENGALURU,ORACLE DBA ADMINISTRATOR,IT/Software Development, Graduation  PG   Doctorate Doctorate ,200000,7,2
BENGALURU,QUALITY ASSURANCE SOFTWARE TESTER ,IT/Software Development,BTech BE  ME MTech,60000,10,1
BENGALURU,SENIOR NETWORK SECURITY ADMINISTRATOR,IT/Software Development,BTech BE MBA PGDM PG Diploma ,70000,4,1
HYDERABAD,BIOMEDICAL ENGINEER,Biotech/R&D/Science,BTech BE  ME MTech,80000,6,1
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,80000,11,1
BENGALURU,MARKETING SPECIALIST,Marketing,BSc  GNM  MSc,80000,5,1
BENGALURU,GERMAN ACCOUNT ADVISOR,Customer Service/Support,BTech BE  ME MTech,42000,8,100
BENGALURU,CONFERENCE PRODUCER / EVENT MANAGER ,Marketing,BTech BE  ME MTech,60000,12,1
HYDERABAD,"TECHNICAL WRITER ""PART-TIME/FREELANCE""",Editorial/Writing,BTech BE ,45000,10,1
BENGALURU,MOTION GRAPHICS DESIGNER AND VIDEO EDITOR ,Creative/Design,12TH ,25000,3,1
BENGALURU,E-COMMERCE OPERATIONS MANAGER,Management,BTech BE  ME MTech,45000,7,1
BENGALURU,TECHNICAL & CUSTOMER SUPPORT SPECIALIST,Customer Service/Support, BCom ,46000,0,40
BENGALURU,FRONT END DEVELOPER,IT/Software Development,LLB,50000,6,1
BENGALURU,SENIOR SOLUTION DEVELOPER,IT/Software Development,BTech BE  ME MTech,100000,3,1
BENGALURU,CUSTOMER SERVICE SPECIALIST ,Customer Service/Support, BTech BE PG   Doctorate Doctorate ,20000,0,1
BENGALURU,DIGITAL MARKETER,Marketing,BTech BE ,30000,2,1
BENGALURU,IOS MOBILE APPLICATION DEVELOPER,IT/Software Development,BSc  BTech BE  MSc,100000,2,2
BENGALURU,CUSTOMER EXPERIENCE ASSOCIATE ,Customer Service/Support,BTech BE  ME MTech,25000,3,4
BENGALURU,E-MARKETING SPECIALIST ,Marketing, BTech BE PG MTech,30000,3,2
BENGALURU,SENIOR DIGITAL MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,50000,1,1
BENGALURU,FORMWORK ENGINEER,Engineering,BTech BE  ME MTech,40000,8,2
BENGALURU,INFORMATION SYSTEMS MANAGER,IT/Software Development, BTech BE ,120000,2,1
BENGALURU,ELECTRICAL SALES ENGINEER ,Sales/Retail/Business Development, BTech BE ,25000,4,2
BENGALURU,PHP DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,4,2
MUMBAI,IT ADMINISTRATOR - ALEXANDRIA,IT/Software Development,MSc,30000,9,1
BENGALURU,WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,9,4
HYDERABAD,IOS DEVELOPER,IT/Software Development, Graduation  PG   Doctorate Doctorate ,25000,12,1
BENGALURU,OPERATION MANAGER- SUPPLY CHAIN MANAGER,Sales/Retail/Business Development, BCom ,60000,1,1
BENGALURU,DIGITAL MARKETING SPECIALIST,Creative/Design,BTech BE  ME MTech,35000,6,1
HYDERABAD,GRAPHIC DESIGNER - MOBILE APPS (UX),Creative/Design,BTech BE  ME MTech,15000,12,1
BENGALURU,SALES ENGINEER,Engineering,10TH,20000,7,1
BENGALURU,WEBSITE DEVELOPER,IT/Software Development,BTech BE  ME MTech,25000,10,3
BENGALURU,MATHEMATICS ENGLISH CONTENT WRITER,Editorial/Writing,BTech BE  ME MTech,100000,3,8
BENGALURU,SENIOR SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,2,15
BENGALURU,MARKETING SPECIALIST - IT (KSA),Marketing,BTech BE MCA ,50000,11,8
BENGALURU,SECURITY & SAFETY ROAD ENGINEER,Engineering,BTech BE  ME MTech,25000,8,2
BENGALURU,PHP DEVELOPER,IT/Software Development,BTech BE  ME MTech,35000,11,2
HYDERABAD,SENIOR TECHNOLOGY ENGINEER,IT/Software Development,MPhil PhD,76000,11,1
BENGALURU,TECHNICAL OFFICE ENGINEER/ARCHITECT,Engineering, BCom ,50000,11,1
BENGALURU,ARCHITECT/CIVIL ENGINEER,Engineering, BTech BE ,60000,9,1
HYDERABAD,CLOUD SENIOR OPERATIONS ENGINEER,IT/Software Development,BSc MSc ,42000,4,1
BENGALURU,JAVA DEVELOPER,IT/Software Development, BTech BE ,50000,3,1
BENGALURU,BRAND MANAGER,Marketing,BTech BE  ME MTech,150000,5,1
HYDERABAD,SYSTEM ENGINEER- ORACLE ,IT/Software Development, Graduation  PG   Doctorate Doctorate ,43000,8,1
MANALONLINE,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,25000,4,1
BENGALURU,JAVA SOFTWARE DEVELOPER,IT/Software Development, BCom PG CA,50000,6,2
HYDERABAD,SENIOR .NET DEVELOPER ,IT/Software Development,BTech BE  ME MTech,70000,5,2
BENGALURU,INTERIOR FINISHING SITE ENGINEER,Engineering,BTech BE  ME MTech,60000,3,1
BENGALURU,SENIOR WEB & GRAPHICS DESIGNER ,Creative/Design,BTech BE  ME MTech,45000,8,1
HYDERABAD,IT SPECIALIST,IT/Software Development, BCom ,35000,12,1
HYDERABAD,TELESALES AGENT,Sales/Retail/Business Development, BSc ,30000,2,1
BENGALURU,SOFTWARE PROGRAMMER - ACCOUNTING SOFTWARE,IT/Software Development,BTech BE  ME MTech,50000,0,100
MUMBAI,SENIOR SALES SPECIALIST - IT SERVICES,Sales/Retail/Business Development,BTech BE  ME MTech,25000,0,1
BENGALURU,PRE-SCHOOL ART TEACHER,Education/Training,BSc DMLT ,30000,3,1
MUMBAI,RESEARCH & DEVELOPMENT SPECIALIST- ALEXANDRIA ,Biotech/R&D/Science, BTech BE PG MTech,40000,11,1
HYDERABAD,MARKETING COORDINATOR,Marketing, BTech BE ,20000,6,1
HYDERABAD,MARKETING COORDINATOR,Marketing,12TH  10TH,20000,1,1
HYDERABAD,PR & MARKETING SPECIALIST,Media/Journalism/Publishing,BTech BE  ME MTech,50000,7,1
HYDERABAD,ENGINEER,Engineering, BTech BE ,18000,4,1
HYDERABAD,QUALITY ARCHITECT ENGINEER ,Quality Assurance/Quality Control,BTech BE  ME MTech,80000,2,1
HYDERABAD,ARCHITECT,Engineering,12TH,25000,8,1
BENGALURU,SITE ENGINEER (ARCHITECTURAL),Creative/Design, BTech BE ,35000,8,1
BENGALURU,3D DESIGNER (ARCHITECT AND INTERIOR DESIGN) ,Creative/Design,BTech BE,40000,0,1
BENGALURU,WORKING DRAWING ARCHITECT (ARCHITECTURE & INTERIOR DESIGN),Creative/Design,BTech BE  ME MTech,40000,2,1
BENGALURU,SENIOR ACCOUNT EXECUTIVE - ADVERTISING,Sales/Retail/Business Development,BSc Diploma ,150000,9,1
BENGALURU,BUSINESS DEVELOPMENT MANAGER,Sales/Retail/Business Development, BTech BE ,50000,10,1
BENGALURU,SOFTWARE TESTING TEAM LEADER,IT/Software Development,8TH ,70000,10,1
BENGALURU,IT APPLICATION SUPPORT ENGINEER,IT/Software Development,BSc  12TH,50000,0,1
BENGALURU,CUSTOMER SERVICE OFFICER - CALL CENTER,Customer Service/Support,BSc  DMLT,30000,12,3
BENGALURU,QUALITY ENGINEER,Engineering,BTech BE  ME MTech,20000,12,5
BENGALURU,ACCOUNT MANAGER,Sales/Retail/Business Development,BTech BE  ME MTech,100000,0,1
BENGALURU,MARKETING AND COMMUNICATION MANAGER,Marketing, BTech BE ,200000,4,1
HYDERABAD,ARCHITECTURE ENGINEER,Engineering,MSc,70000,0,1
HYDERABAD,MAINTENANCE MANAGER,Installation/Maintenance/Repair,BTech BE  ME MTech,30000,8,1
BENGALURU,IMPLEMENTATION/ AFTER SALES SPECIALIST,IT/Software Development,BTech BE  ME MTech,35000,5,1
BENGALURU,JUNIOR GRAPHIC DESIGNER,Creative/Design, BTech BE PG MTech,20000,12,1
BENGALURU,BRANCH MANAGER - LADIES FITNESS CENTER,Administration, BTech BE ,70000,1,2
BENGALURU,QUALITY ASSURANCE ENGINEER,Quality Assurance/Quality Control,BTech BE  ME MTech,45000,3,1
BENGALURU,BUSINESS DEVELOPMENT ARCHITECT,Creative/Design,BTech BE  ME MTech,80000,5,1
BENGALURU,MEDICAL FURNITURE COLLECTING ENGINEER,Engineering,BTech BE  MBA PGDM  PG Diploma,25000,6,4
HYDERABAD,JUNIOR GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,20000,1,1
MUMBAI,PRODUCT SPECIALIST  (ALEX OFFICE),Medical,Diploma 12TH 10TH DMLT ,30000,8,2
BENGALURU,IT INFRASTRUCTURE TEAM LEADER,IT/Software Development, BTech BE PG MTech,80000,3,1
BENGALURU,SENIOR ASP.NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,90000,0,1
BENGALURU,PROJECT MANAGER,Project/Program Management,10TH ,200000,3,1
BENGALURU,BUSINESS ANALYST/PROJECT MANAGER,IT/Software Development,BTech BE  ME MTech,100000,8,1
BENGALURU,BUSINESS ANALYST /PROJECT MANAGER,IT/Software Development,MPhil PhD  MSW,100000,11,1
BENGALURU,SOFTWARE SALES ACCOUNT MANAGER,IT/Software Development,BTech BE  ME MTech,50000,10,1
BENGALURU,SHAREPOINT 2013 DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,0,3
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,60000,5,1
BENGALURU,TELEMARKETING AGENT,Marketing,BTech BE  ME MTech,26000,11,40
BENGALURU,BUSINESS DEVELOPMENT EXECUTIVE,Sales/Retail/Business Development, BTech BE PG MTech,100000,0,1
BENGALURU,INTERIOR DESIGNER AND OFFICE MANGER,Creative/Design,10TH  8TH,20000,0,1
BENGALURU,SITE ENGINEER,Engineering,BTech BE  ME MTech,50000,2,3
BENGALURU,SOFTWARE SALES AGENT ,Sales/Retail/Business Development,BTech BE  ME MTech,30000,4,1
BENGALURU,CUSTOMER SERVICE EXECUTIVE,Customer Service/Support,8TH ,20000,6,1
BENGALURU,MECHANICAL ENGINEER ,Engineering,LLB,20000,4,3
BENGALURU,PROGRAM TECHNICAL SUPPORT - KSA,IT/Software Development, BCom ,50000,12,5
BENGALURU,TELESALES AGENT - AMERICAN CHAMBER,Customer Service/Support,BTech BE  ME MTech,30000,3,5
BENGALURU,REQUIRED ARCHITECT FOR SITES & TECHNICAL OFFICE ,Engineering,BTech BE  ME MTech,60000,12,2
SHARM EL SHEIKH,MARKETING MANAGER - SHARM EL SHEIKH,Marketing, BTech BE ,50000,10,8
SHARM EL SHEIKH,GRAPHIC DESIGNER - SHARM EL SHEIKH,Creative/Design,MA  PG Diploma,35000,1,8
BENGALURU,TELESALES AGENT  ,Tourism/Travel,BTech BE  ME MTech,15000,7,1
BENGALURU,JUNIOR MAINTENANCE & PRODUCTION ENGINEER ,Manufacturing/Production/Operations,8TH ,35000,4,8
BENGALURU,TELESALES EXECUTIVE - MICROSOFT,Sales/Retail/Business Development,BTech BE  ME MTech,65000,5,5
HYDERABAD,AIX ADMINISTRATOR,IT/Software Development, BTech BE ,110000,12,2
SURAT,IT SPECIALIST - TANTA ,IT/Software Development,BTech BE  ME MTech,17000,6,1
BENGALURU,CONTENT COORDINATOR ,IT/Software Development,BTech BE  ME MTech,15000,9,1
BENGALURU,INDOOR SALES EXECUTIVE & HELP DESK SPECIALIST,Sales/Retail/Business Development,BTech BE  ME MTech,25000,6,40
BENGALURU,SOFTWARE TESTER,Quality Assurance/Quality Control,BTech BE  ME MTech,35000,8,1
BENGALURU,SALES ACCOUNT MANAGER,Sales/Retail/Business Development,BTech BE  ME MTech,70000,8,8
BENGALURU,IT MANAGER,IT/Software Development,BTech BE  ME MTech,30000,2,1
HYDERABAD,MARKETING COORDINATOR,Marketing,MBBS  MS MD,35000,3,2
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE ,25000,11,1
HYDERABAD,DATA ENTRY AGENT,Administration, BA ,15000,6,1
BENGALURU,JUNIOR .NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,35000,12,2
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,50000,8,40
BENGALURU,SOFTWARE SUPPORT ENGINEER,IT/Software Development,LLB,50000,7,3
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,25000,12,1
BENGALURU,SALES EXECUTIVE,Sales/Retail/Business Development,ITI,60000,9,1
BENGALURU,SOCIAL MEDIA ANALYST,Creative/Design,BTech BE  ME MTech,30000,6,1
BENGALURU,SENIOR ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,2,1
BENGALURU,TELESALES AGENT,Sales/Retail/Business Development, BTech BE PG MTech,23000,4,2
MUMBAI,ENGINEERING INSTRUCTOR ,Engineering, BTech BE ,20000,5,3
MUMBAI,SENIOR MARKETING EXECUTIVE,Marketing,BSc DMLT ,20000,10,1
MUMBAI,SOCIAL MEDIA SPECIALIST,Marketing,BTech BE  ME MTech,15000,9,1
BENGALURU,SENIOR PHP DEVELOPER,IT/Software Development,12TH 10TH ,80000,8,2
BENGALURU,SENIOR TECHNICAL OFFICE ENGINEER,Engineering, BTech BE PG MTech,80000,9,1
BENGALURU,PROJECT COORDINATOR ENGINEER - CIVIL OR ARCHITECT,Engineering, BTech BE PG MTech,40000,5,5
OBOUR CITY,MAINTENANCE MANAGER - ELECTRICAL ENGINEERING,Engineering,MPhil PhD,50000,9,1
BENGALURU,PROJECT COORDINATOR,Project/Program Management,BTech BE  ME MTech,40000,5,1
BENGALURU,SENIOR SOFTWARE DEVELOPER - MVC & ANGULARJS,IT/Software Development,BTech BE  ME MTech,150000,11,5
HYDERABAD,TELESALES AGENT ,Sales/Retail/Business Development,BTech BE  ME MTech,20000,9,1
HYDERABAD,DIGITAL MARKETING EXECUTIVE,Marketing,BTech BE  ME MTech,20000,6,2
BENGALURU,INTERIOR DESIGNER,Creative/Design,PG MBA PGDM ,22000,4,3
BENGALURU,JUNIOR SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,1,1
BENGALURU,CIVIL ENGINEER - KSA,Engineering,BTech BE  ME MTech,250000,9,5
BENGALURU,IT TECHNICAL SUPPORT OFFICER,IT/Software Development,BTech BE  ME MTech,30000,9,1
BENGALURU,SENIOR SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,11,1
BENGALURU,MARKETING SPECIALIST,Marketing, BTech BE ,25000,2,1
BENGALURU,JUNIOR PHP DEVELOPER,IT/Software Development,BTech BE  ME MTech,40000,0,1
BENGALURU,SENIOR SALES REPRESENTATIVE,Sales/Retail/Business Development,BTech BE,70000,4,3
BENGALURU,SENIOR DYNAMICS AX CONSULTANT,IT/Software Development, BTech BE ,50000,9,2
BENGALURU,MARKETING MANAGER,Marketing,BTech BE  ME MTech,150000,7,1
BENGALURU,SENIOR GRAPHIC DESIGNER,Creative/Design, BTech BE PG MTech,60000,4,1
BENGALURU,DIGITAL MARKETING EXECUTIVE,Marketing,BTech BE  ME MTech,30000,5,1
BENGALURU,EARTHING & LIGHTING TECHNICAL ENGINEER,Engineering,BTech BE  ME MTech,35000,0,2
BENGALURU,SYSTEM ENGINEER,IT/Software Development,BCom,100000,7,3
BENGALURU,TECHNICAL ELECTRICAL ENGINEER ,Engineering,BTech BE ,40000,2,2
BENGALURU,COPY EDITOR,Editorial/Writing,12TH 10TH ,70000,10,1
HYDERABAD,JUNIOR ARCHITECT,Engineering,BTech BE  ME MTech,30000,4,8
BENGALURU,MICROSOFT DYNAMICS CRM DEVELOPER,IT/Software Development,BSc ,100000,0,3
HYDERABAD,SENIOR TRANSLATOR (ENGLISH<>ARABIC),Editorial/Writing,BTech BE  ME MTech,45000,11,1
HYDERABAD,MAINTENANCE ENGINEER,Engineering,BTech BE  ME MTech,90000,0,1
MUMBAI,SUPPLY PLANNER ENGINEER- ALEXANDRIA ,Engineering,12TH ,90000,10,1
MUMBAI,2D ILLUSTRATOR & ANIMATOR - ALEXANDRIA,Creative/Design,BTech BE  ME MTech,35990,12,2
HYDERABAD,JUNIOR PYTHON/DJANGO DEVELOPER,IT/Software Development,BTech BE  ME MTech,35000,4,2
BENGALURU,SOCIAL MEDIA SPECIALIST,Marketing,BTech BE  ME MTech,30000,5,1
BENGALURU,SOCIAL MEDIA SPECIALIST ,Marketing, BSc ,30000,10,1
HYDERABAD,SENIOR PYTHON/DJANGO DEVELOPER,IT/Software Development,BTech BE  ME MTech,120000,2,1
